为Y作行状,传记文字,著述,亲戚,1.0
为Y举办的乡Ⅰ礼作序,应酬文字,著述,对象,-1.5
门人为Y之后代,学术交往,学术,主角,2
被Y献诗集,文学艺术交往,学术,对象,3.0
医愈,医疗关系（笼统）,社交,对象,2.5
为Y作祭文,礼仪文字,著述,主角,2
担任,官职,政治,主角,40
为Y建立祠庙,宗教关系（笼统）,宗教,主角,4
著作被Y评论,论说文字,著述,对象,1.0
家仆为Y,社交,社交,对象,2.0
降于,军事对抗,军事,主角,2
妻被Y夺,家庭关系（笼统）,社交,对象,-2.5
答Y启,书札文字,著述,对象,1.0
担任,官职,政治,主角,20
其或追随者杀害Y,政治对抗,政治,对象,0
为Y作行状,传记文字,著述,主角,1.0
行状跋由Y所作,序跋文字,著述,对象,1.0
相唱和,应酬文字,著述,主角,3
弟子为Y,师生关系,学术,对象,2.5
担任,官职,政治,主角,27
君位被Y废除,政治对抗,政治,对象,1.5
为Y篆匾额器铭,礼仪文字,著述,主角,0
筹划谋杀,政治对抗,政治,对象,1.0
传经于Y,学术交往,学术,主角,5
求他人第三方为Y作墓志铭,墓志文字,著述,主角,0
得罪Y,政治对抗,政治,主角,-3
为Y作神道碑,墓志文字,著述,主角,1.5
向Y求墓表,墓志文字,著述,主角,2
为Y作字说名述,序跋文字,著述,对象,0
诗社成员,文学艺术交往,学术,对象,1.5
宗Y之学,学术交往,学术,主角,4
为Y作哀辞[并入167],墓志文字,著述,对象,0
帮助Y,朋友,社交,主角,4
为Y家谱作序,序跋文字,著述,主角,2
同场屋同应举,政治关系（笼统）,政治,主角,0
为Y作年谱,传记文字,著述,主角,3
担任,官职,政治,主角,23
部将为Y,官场关系（上司）,政治,对象,1.5
处决,政治对抗,政治,主角,2
友,朋友,社交,对象,2.0
提议封赠Y,荐举保任,政治,对象,1.5
拜访,社会交际,社交,对象,2.0
担任,官职,政治,主角,14
称道Y之政绩,政治奥援,政治,对象,1.0
借书给Y,社会交际,社交,主角,3
离开,迁徙,其它,主角,0
反对赦免,政治对抗,政治,对象,1.0
为Y作神道碑,墓志文字,著述,主角,3
奏录Y之文,学术交往,学术,主角,3
考官为Y,师生关系,学术,主角,2
下属为Y,官场关系（上司）,政治,主角,3
担任,官职,政治,主角,12
为Y神道碑作序,序跋文字,著述,主角,1.0
反对Y称帝,政治对抗,政治,主角,3
下属为Y,官场关系（上司）,政治,对象,1.5
出财赡给Y之军,军事支持,军事,主角,3
排Y之学,学术攻讦,学术,主角,1
为Y作行状,传记文字,著述,对象,1.0
学术源宗由Y撰写,传记文字,著述,主角,3
求Y为他人第三方作神道碑,箴铭文字,文字,主角,0
担任,官职,政治,主角,1
为Y作圹记,墓志文字,著述,主角,2
为Y学派的成员,同为……之成员,学术,主角,4
以Y之志业自任,学术交往,学术,对象,2.5
诗文由Y编辑,文学艺术交往,学术,对象,1.5
未详,迁徙,其它,亲戚,0
为Y墓表作序,序跋文字,著述,对象,1.0
为Y之神道碑作额篆,墓志文字,著述,主角,2
献文书于Y,学术交往,学术,对象,0
为Y作哀辞,礼仪文字,著述,主角,0.5
献策于Y,官场关系（下属）,政治,主角,3
书序由Y所作,序跋文字,著述,主角,2
墓志铭由Y作跋,序跋文字,著述,对象,1.5
因与Y的交往受牵连,政治奥援,政治,对象,-2.0
担任,官职,政治,主角,10
处决,政治对抗,政治,对象,1.0
与Y争权,政治对抗,政治,对象,2.5
同道,学术交往,学术,主角,4
担任,官职,政治,主角,17
结义,军事对抗,军事,主角,2
反对不支持Y的政策,政治对抗,政治,主角,3
其同犯被指为Y,政治奥援,政治,对象,-2.0
拒为Y掾属,政治对抗,政治,对象,1.0
礼待,社会交际,社交,主角,3
给Y钱物,财务关系（笼统）,社交,对象,1.5
抵御或讨平叛军Y,军事对抗,军事,主角,5
为Y之书题词,序跋文字,著述,主角,2
担任,官职,政治,主角,38
出生,其它,其它,主角,0
答Y书,书札文字,著述,对象,2
为Y作祭文,礼仪文字,著述,对象,1.0
为Y作墓志铭,墓志文字,著述,亲戚,1.5
同年友,同为……之成员,学术,对象,2.0
户籍地,迁徙,其它,主角,0
合撰编)著作,学术交往,学术,主角,0
担任,官职,政治,主角,13
遗奏推荐,荐举保任,政治,对象,1.0
忌恶,政治对抗,政治,对象,0
聘Y执教族学,学术襄助,学术,对象,2.5
献文书于Y,学术交往,学术,主角,0
出生地,迁徙,其它,主角,0
求他人第三方为Y作墓志铭,墓志文字,著述,亲戚,0
为Y作道观记,礼仪文字,著述,对象,1.0
为Y作行状,传记文字,著述,关系指证人,1.0
私淑Y之学,学术交往,学术,主角,2
为Y作墓表,墓志文字,著述,主角,1.0
诗文跋由Y所作,序跋文字,著述,对象,1.0
葬,财务关系（笼统）,社交,对象,3.5
与Y攀亲戚叙族属,家庭关系（笼统）,社交,主角,3
为Y乞某事,荐举保任,政治,主角,2
为Y作墓表,墓志文字,著述,亲戚,1.0
为Y作墓志铭,墓志文字,著述,主角,3
模仿Y的书风,文学艺术交往,学术,对象,1.5
支持,政治奥援,政治,对象,1.0
为Y作谥议,记咏文字,著述,主角,2
为Y墓志铭作序,序跋文字,著述,对象,1.0
求Y为他人第三方作墓志铭,墓志文字,著述,主角,0
代Y作文,社会交际,社交,主角,3
担任,官职,政治,主角,7
为Y作圹记,墓志文字,著述,对象,1.0
未知,未知,其它,关系指证人,0.0
护佑Y,政治奥援,政治,主角,2
拒绝Y的联姻建议,家庭关系（笼统）,社交,主角,2
诗文序由Y所作,序跋文字,著述,主角,1.5
结义,军事对抗,军事,对象,1.0
支持Y的政策[并入27],政治奥援,政治,对象,0
考官为Y,师生关系,学术,对象,1.0
书跋由Y所作,序跋文字,著述,亲戚,4
私淑Y之学,学术交往,学术,对象,1.0
幕僚为Y,官场关系（上司）,政治,主角,3
与Y旅游,朋友,社交,对象,2.0
为Y作画赞画像记),学术交往,学术,亲戚,0
为Y侍女,荐举保任,政治,对象,1.0
模仿Y的书风,文学艺术交往,学术,主角,3
流放之地,迁徙,其它,主角,-4
为Y作圹记,墓志文字,著述,亲戚,2
其主政期中Y出仕[暂时保留待删除],政治对抗,政治,对象,0
建议处决Y,政治对抗,政治,主角,2
答Y启,书札文字,著述,主角,2
礼待,社会交际,社交,对象,1.5
婢为Y,社交,社交,对象,0.5
著述由Y校订,文学艺术交往,学术,对象,1.5
为Y作哀辞[并入167],墓志文字,著述,主角,0
送别,社会交际,社交,主角,2
拒绝在Y的主政期出仕,政治对抗,政治,主角,1
受Y之弟子礼,学术交往,学术,对象,1.5
受Y之弟子礼,学术交往,学术,主角,3
忌恶,政治对抗,政治,关系指证人,0
同学同门,同为……之成员,学术,对象,0
未知,未知,其它,出版者,0.0
门人为Y之后代,学术交往,学术,对象,1.0
鞫治,政治对抗,政治,对象,1.0
君位被Y废除,政治对抗,政治,主角,3
担任,官职,政治,主角,22
另一籍贯基本地址),迁徙,其它,主角,0
为Y作庙碑记,记咏文字,著述,主角,2
为Y作年谱,传记文字,著述,主角,1.5
聘Y执教官学书院,师生关系,学术,主角,0
欣赏器重,政治奥援,政治,主角,0
其主政期中Y出仕[暂时保留待删除],政治对抗,政治,主角,0
弟子为Y,师生关系,学术,主角,2.5
担任,官职,政治,主角,32
抵御或讨平叛军Y,军事对抗,军事,对象,2.5
忌恶,政治对抗,政治,主角,0
门客为Y,政治奥援,政治,主角,3
为Y侍女,荐举保任,政治,主角,2
致Y启,书札文字,著述,主角,2
担任,官职,政治,主角,26
为Y明冤,社交,社交,主角,4
为Y取名字,社交,社交,主角,0
卖给Y,财务关系（笼统）,社交,主角,3
支持Y的政策[并入27],政治奥援,政治,主角,0
书画由Y作跋,序跋文字,著述,对象,0
葬地,迁徙,其它,主角,0
赠诗文,记咏文字,著述,主角,0
以医术事Y,医疗关系（笼统）,社交,对象,1.5
为Y墓表作跋,序跋文字,著述,对象,1.0
友,朋友,社交,主角,4
筹划谋杀,政治对抗,政治,主角,2
送别,社会交际,社交,对象,1.0
为Y之假子养子),家庭关系（笼统）,社交,对象,0
为Y作祠记,记咏文字,著述,亲戚,1.0
书跋由Y所作,序跋文字,著述,对象,2.0
为Y神道碑作序,序跋文字,著述,主角,2
从Y至贬所,朋友,社交,主角,4
为Y作道观记,礼仪文字,著述,主角,2
研读Y的著作,学术交往,学术,对象,1.0
反对攻讦,政治对抗,政治,主角,4
战友,军事支持,军事,主角,5
与Y争权,政治对抗,政治,主角,5
未详,迁徙,其它,对象,0.0
为Y建立祠庙,宗教关系（笼统）,宗教,对象,2.0
为Y作碑阴,墓志文字,著述,对象,1.0
墓志铭由Y作跋,序跋文字,著述,亲戚,1.5
蛊惑Y,社交,社交,主角,3
以Y之志业自任,学术交往,学术,主角,5
本族支裔迁徙路线,迁徙,其它,主角,0
其党攻讦Y,政治对抗,政治,对象,1.0
卜居,迁徙,其它,主角,-4
论学,学术主题相近,学术,主角,3
与Y游,朋友,社交,对象,2.0
担任,官职,政治,主角,25
同乡,同为……之成员,社交,对象,2.0
书跋由Y所作,序跋文字,著述,主角,4
与Y攀亲戚叙族属,家庭关系（笼统）,社交,对象,1.5
学术源宗由Y撰写,传记文字,著述,对象,1.5
诗文序由Y所作,序跋文字,著述,亲戚,1.5
为Y作祭文,礼仪文字,著述,对象,2
籍贯基本地址),迁徙,其它,主角,0
经纪Y之丧,财务关系（笼统）,社交,对象,3.5
游历或曾经到过,迁徙,其它,主角,0
称道Y的书画,文学艺术交往,学术,对象,0
赠诗文,文学艺术交往,学术,对象,0
画风师法Y,文学艺术交往,学术,对象,1.0
其生祠由Y作记,记咏文字,著述,主角,2
主Y家之教席,学术襄助,学术,主角,6
担任,官职,政治,主角,30
为Y墓志铭作序,序跋文字,著述,主角,2
为Y乞某事,荐举保任,政治,对象,1.0
葬,财务关系（笼统）,社交,主角,7
未知,未知,其它,编辑者,0.0
为Y作世系碑记,记咏文字,著述,对象,2
家传跋由Y所作,序跋文字,著述,主角,2
败于,军事对抗,军事,对象,-2.0
与Y共赴难,军事对抗,军事,主角,-2
排挤,政治对抗,政治,对象,1.0
答Y启,书札文字,著述,亲戚,1.0
著作被Y评论,论说文字,著述,主角,2
为Y神道碑作跋,序跋文字,著述,主角,2
编辑Y的学术作品,学术交往,学术,对象,1.5
拜访,社会交际,社交,关系指证人,2.0
军事支持Y,军事支持,军事,主角,2
为Y举办的乡Ⅰ礼作序,应酬文字,著述,主角,-3
为Y之建筑物题咏记命名,记咏文字,著述,亲戚,0
为Y作哀辞,礼仪文字,著述,主角,1
为Y作庙碑记,记咏文字,著述,对象,1.0
答Y书,书札文字,著述,对象,1.0
前住地,迁徙,其它,主角,0
致书Y,书札文字,著述,对象,2
为Y作墓志铭,墓志文字,著述,主角,1.5
赠Y物,社会交际,社交,主角,4
与Y为讲学,未知,未知,主角,2
称道Y的诗作,文学艺术交往,学术,对象,1.0
最后所知地,迁徙,其它,主角,0
相识,朋友,社交,主角,4
向Y致贺,应酬文字,著述,主角,3
为Y作斋堂铭,箴铭文字,著述,对象,0
答Y书,书札文字,著述,主角,2
为Y作墓表,墓志文字,著述,对象,1.0
支持,政治奥援,政治,主角,2
弹劾,政治对抗,政治,主角,2
拒为Y之党,政治对抗,政治,主角,2
弹劾,政治对抗,政治,对象,1.0
为Y作义庄记,记咏文字,著述,主角,2
为Y作学记书院记,箴铭文字,著述,对象,0
反对Y称帝,政治对抗,政治,对象,1.5
为Y作祭文,礼仪文字,著述,亲戚,1.0
家谱由Y作序,序跋文字,著述,对象,1.5
书序由Y所作,序跋文字,著述,亲戚,1.0
被Y献诗集,文学艺术交往,学术,主角,6
宗Y之学,学术交往,学术,对象,2.0
避兵之地,迁徙,其它,主角,-4
军事对抗Y,军事对抗,军事,对象,-1.5
为Y作砚铭,箴铭文字,著述,对象,2
因与Y的交往受牵连,政治奥援,政治,主角,-4
党魁为Y,政治奥援,政治,主角,3
采Y之著述,学术交往,学术,主角,2
以Y为谋士,政治奥援,政治,主角,4
养育,家庭关系（笼统）,社交,关系指证人,1.0
副Y出使,政治奥援,政治,对象,2.0
提议封赠Y,荐举保任,政治,主角,3
为Y之家传作序,序跋文字,著述,主角,2
义女为Y,家庭关系（笼统）,社交,主角,6
称道Y之文风,文学艺术交往,学术,对象,1.0
为Y之建筑物题咏记命名,记咏文字,著述,对象,0
同僚,官场关系（平级）,政治,对象,1.5
以诗讽忤Y,政治对抗,政治,主角,-2
赠画,社会交际,社交,主角,2
其生祠由Y作记,记咏文字,著述,对象,1.0
为Y作谥议,记咏文字,著述,对象,1.0
拒Y游说,政治对抗,政治,对象,1.5
担任,官职,政治,主角,2
为Y作义庄记,记咏文字,著述,对象,1.0
称道Y之文章学问,学术交往,学术,主角,0
为Y取名字,社交,社交,对象,0
担任,官职,政治,主角,35
拒绝Y的联姻建议,家庭关系（笼统）,社交,对象,1.0
逃离Y的统治区,政治对抗,政治,对象,2.0
政见趋同,政治奥援,政治,主角,5
为Y作字说名述,箴铭文字,著述,亲戚,0
担任,官职,政治,主角,9
诗文跋由Y所作,序跋文字,著述,亲戚,1.0
为Y作传,传记文字,著述,对象,1.0
落籍实际居住地),迁徙,其它,主角,0
妻被Y夺,家庭关系（笼统）,社交,主角,-5
教授Y之学,学术交往,学术,对象,2.0
科举次第由Y决定,官场关系（上司）,政治,对象,1.0
推荐Y参加制科考试,荐举保任,政治,对象,1.0
从Y游,师生关系,学术,主角,4
教授Y,学术主题相近,学术,对象,2.5
诗文序由Y所作,序跋文字,著述,对象,1.5
与Y游,朋友,社交,主角,4
家仆为Y,社交,社交,主角,4
聘Y执教族学,学术襄助,学术,主角,5
题Y之画作,序跋文字,著述,主角,2
暂时保留待删除),其它,其它,对象,0
医愈,医疗关系（笼统）,社交,主角,5
以医术事Y,医疗关系（笼统）,社交,主角,3
以Y为谋士,政治奥援,政治,对象,2.0
门人为Y,师生关系,学术,对象,1.5
未知,未知,其它,亲戚,0.0
推荐Y参加制科考试,荐举保任,政治,主角,2
采Y之著述,学术交往,学术,对象,1.0
为Y作佛寺记,记咏文字,著述,主角,3
为Y神道碑作序,序跋文字,著述,对象,1.0
画风师法Y,文学艺术交往,学术,主角,2
为Y作神道碑,墓志文字,著述,对象,1.5
与Y共赴难,军事对抗,军事,对象,-1.0
为Y作圹记,墓志文字,著述,亲戚,1.0
暂时保留待日后分入429430431432),其它,其它,对象,0
主Y家之教席,学术襄助,学术,关系指证人,3.0
为Y之神道碑作书,墓志文字,著述,主角,2
养育,家庭关系（笼统）,社交,对象,1.0
为Y作画赞画像记),礼仪文字,著述,主角,0
相识,朋友,社交,对象,2.0
文风效法Y,文学艺术交往,学术,对象,1.0
为Y作临别赠言送别诗序),应酬文字,著述,主角,0
传Y之学,学术交往,学术,主角,4
以宦官事Y,政治奥援,政治,对象,2.0
担任,官职,政治,主角,37
未知,未知,其它,未详,0.0
著述由Y刊刻,学术襄助,学术,对象,2.0
致书Y,书札文字,著述,对象,1.0
为Y作碑阴,墓志文字,著述,主角,2
为Y作画赞画像记),礼仪文字,著述,对象,0
被Y奏论,政治关系（笼统）,政治,主角,3
称道Y之节行,社会交际,社交,主角,2
排Y之学,学术攻讦,学术,对象,0.5
义庄规矩序由Y所作,序跋文字,著述,对象,1.5
拒为Y掾属,政治对抗,政治,主角,2
本贯,迁徙,其它,主角,0
为Y墓表作序,序跋文字,著述,主角,2
同年友,同为……之成员,学术,主角,4
攻讦[并入15],政治对抗,政治,主角,2
喜爱,政治奥援,政治,对象,1.0
赠画,社会交际,社交,对象,1.0
欣赏器重,政治奥援,政治,关系指证人,0
赞扬Y之学,学术交往,学术,对象,1.0
墓志铭由Y作跋,序跋文字,著述,对象,3
坐徙,迁徙,其它,主角,0
担任,官职,政治,主角,31
卖给Y,财务关系（笼统）,社交,对象,1.5
指教Y,学术交往,学术,主角,3
为Y作哀辞,礼仪文字,著述,亲戚,0.5
书跋由Y所作,序跋文字,著述,对象,4
为Y之建筑物题咏记命名,记咏文字,著述,主角,0
祖籍,迁徙,其它,主角,0
副Y出使,政治奥援,政治,主角,4
出财赡给Y之军,军事支持,军事,对象,1.5
同会,同为……之成员,社交,主角,3
同学同门,同为……之成员,学术,主角,0
拥立Y,政治奥援,政治,主角,3
拒绝会面,政治对抗,政治,对象,1.0
暂时保留待日后分入429430431432),其它,其它,主角,0
家主为Y,财务关系（笼统）,社交,对象,1.0
同年友,同为……之成员,学术,亲戚,2.0
遗奏推荐,荐举保任,政治,主角,2
为Y作墓志铭,墓志文字,著述,亲戚,3
义女为Y,家庭关系（笼统）,社交,对象,3.0
墓志铭由Y作跋,序跋文字,著述,主角,1.5
鞫治,政治对抗,政治,主角,2
为Y作祠记,记咏文字,著述,主角,2
欣赏器重,政治奥援,政治,对象,0
为Y作圹记,墓志文字,著述,主角,1.0
家主为Y,财务关系（笼统）,社交,主角,2
为Y作传,传记文字,著述,主角,2
称道Y之政绩,政治奥援,政治,主角,2
家传跋由Y所作,序跋文字,著述,对象,1.0
担任,官职,政治,主角,41
从Y至贬所,朋友,社交,对象,2.0
担任,官职,政治,主角,34
为Y作墓志铭,墓志文字,著述,对象,1.5
墓由Y题,墓志文字,著述,对象,1.0
为Y之假子养子),家庭关系（笼统）,社交,主角,0
降于,军事对抗,军事,对象,1.0
为Y作传,传记文字,著述,亲戚,2
为Y明冤,社交,社交,对象,2.0
家谱由Y作序,序跋文字,著述,主角,3
为Y作名说,论说文字,著述,主角,2
称道Y的书画,文学艺术交往,学术,主角,0
卸任,官职,政治,主角,0
推荐,荐举保任,政治,关系指证人,2.0
批评,政治对抗,政治,主角,2
反对攻讦,政治对抗,政治,对象,2.0
请Y作序记,序跋文字,著述,对象,0
研读Y的著作,学术交往,学术,主角,2
其同犯被指为Y,政治奥援,政治,主角,-4
拒Y游说,政治对抗,政治,主角,3
教授Y,学术主题相近,学术,亲戚,2.5
军事对抗Y,军事对抗,军事,主角,-3
拒绝会面,政治对抗,政治,主角,2
担任,官职,政治,主角,15
为Y作砚铭,箴铭文字,著述,对象,1.0
担任,官职,政治,主角,8
谄事Y,官场关系（下属）,政治,对象,0.5
代Y作文,社会交际,社交,对象,1.5
为Y作祝词,礼仪文字,著述,主角,2
未知,未知,其它,对象,0.0
拥立Y,政治奥援,政治,对象,1.5
帮助Y,朋友,社交,对象,2.0
为Y作挽诗词,墓志文字,著述,对象,0
书序由Y所作,序跋文字,著述,主角,1.0
死亡,其它,其它,主角,0
八旗清代,迁徙,其它,主角,0
担任,官职,政治,主角,19
担任,官职,政治,主角,0
攻讦[并入15],政治对抗,政治,对象,1.0
为Y作哀辞,礼仪文字,著述,对象,0.5
潜邸旧人为Y,官场关系（上司）,政治,对象,1.0
请Y作序记,序跋文字,著述,主角,0
弟子为Y,师生关系,学术,主角,5
暂时保留待删除),其它,其它,主角,0
经纪Y之丧,财务关系（笼统）,社交,主角,7
教授Y之学,学术交往,学术,主角,4
批评,政治对抗,政治,对象,1.0
死所,迁徙,其它,主角,0
学生为Y,师生关系,学术,主角,3
学生为Y,师生关系,学术,对象,1.5
幕僚为Y,官场关系（上司）,政治,对象,1.5
担任,官职,政治,主角,21
拜访,社会交际,社交,主角,4
给Y钱物,财务关系（笼统）,社交,主角,3
为Y作传,传记文字,著述,对象,2
养育,家庭关系（笼统）,社交,主角,2
为Y作名说,论说文字,著述,对象,1.0
其党攻讦Y,政治对抗,政治,主角,2
为Y篆匾额器铭,箴铭文字,著述,对象,0
同会,同为……之成员,社交,对象,1.5
文学作品编纂者,书札文字,著述,编纂者,0
致Y启,书札文字,著述,对象,1.0
担任,官职,政治,主角,29
为Y作家传,传记文字,著述,主角,1.0
喜爱,政治奥援,政治,主角,2
为Y作墓表,墓志文字,著述,主角,2
继承Y的职业,社交,社交,对象,2.5
收藏品由Y作跋,序跋文字,著述,主角,2
反对赦免,政治对抗,政治,主角,2
求Y为他人第三方作墓志铭,墓志文字,著述,对象,0
排挤,政治对抗,政治,主角,2
同道,学术交往,学术,对象,2.0
指教Y,学术交往,学术,对象,1.5
与Y为讲学,师生关系,学术,对象,1.0
书画由Y作跋,序跋文字,著述,主角,0
门人为Y,师生关系,学术,关系指证人,1.5
战友,军事支持,军事,对象,2.5
教授Y,学术主题相近,学术,主角,5
研修理学,学术主题相近,学术,对象,2.0
书跋由Y所作,序跋文字,著述,亲戚,2.0
为Y作临别赠言送别诗序),应酬文字,著述,对象,0
为Y作庙碑记,记咏文字,著述,对象,2
为Y作世系碑记,记咏文字,著述,主角,2
求他人第三方为Y作神道碑,传记文字,著述,对象,0
为Y作祠记,记咏文字,著述,对象,1.0
主Y家之教席,学术襄助,学术,对象,3.0
为Y作家传,传记文字,著述,主角,2
著述由Y刊刻,学术襄助,学术,主角,4
为Y的墓志铭作额篆,序跋文字,著述,对象,1.0
向Y致贺,应酬文字,著述,对象,1.5
向Y致贺,应酬文字,著述,主角,1.5
为Y神道碑作跋,序跋文字,著述,对象,1.0
下令处决,政治对抗,政治,对象,1.0
著述由Y校订,文学艺术交往,学术,主角,3
逮捕,政治对抗,政治,对象,1.0
为Y祭文作跋,序跋文字,著述,对象,1.5
为Y作行状,传记文字,著述,亲戚,2
拒绝在Y的主政期出仕,政治对抗,政治,对象,0.5
为Y作祝词,礼仪文字,著述,对象,1.0
奏录Y之文,学术交往,学术,对象,1.5
以诗讽忤Y,政治对抗,政治,对象,-1.0
败于,军事对抗,军事,主角,-4
赞扬Y之学,学术交往,学术,主角,2
编辑Y的学术作品,学术交往,学术,主角,3
题Y之画作,序跋文字,著述,对象,1.0
为Y作佛寺记,记咏文字,著述,对象,1.5
不合,政治对抗,政治,主角,-3
致Y启,书札文字,著述,对象,2
求Y为他人第三方作墓志铭,墓志文字,著述,亲戚,0
与Y旅游,朋友,社交,主角,4
求Y为他人第三方作神道碑,箴铭文字,著述,对象,0
为Y作行状,传记文字,著述,主角,2
聘Y执教官学书院,师生关系,学术,对象,0
诗文跋由Y所作,序跋文字,著述,主角,1.0
推荐,荐举保任,政治,对象,2.0
墓志铭由Y作跋,序跋文字,著述,主角,3
部将为Y,官场关系（上司）,政治,主角,3
为Y之家传作序,序跋文字,著述,对象,1.0
军事支持Y,军事支持,军事,对象,1.0
世交父执为Y,家庭关系（笼统）,社交,对象,1.5
逮捕,政治对抗,政治,主角,2
称道Y的诗作,文学艺术交往,学术,主角,2
相唱和,应酬文字,著述,对象,1.5
义庄规矩序由Y所作,序跋文字,著述,主角,3
称道Y之文章学问,学术交往,学术,对象,0
致Y启,书札文字,著述,亲戚,1.0
推荐,荐举保任,政治,主角,4
为Y之神道碑作额篆,墓志文字,著述,对象,1.0
世交父执为Y,家庭关系（笼统）,社交,主角,3
为Y作家传,传记文字,著述,对象,1.0
为Y作碑阴,墓志文字,著述,亲戚,1.0
为Y家谱作序,序跋文字,著述,对象,1.0
为Y作学记书院记,记咏文字,学术,主角,0
与Y结党,政治奥援,政治,主角,3
